                                              Software Resources List                                                   Page     1
5770SS1 V7R5M0  220415                                                                            PUB400    10/06/23  18:06:59 UTC
                                                      Software Resources List
 Resource                         Feature
    ID       Option    Feature     Type      Library       Release       Description
 5770SS1     33         2942       *LNG      QSYS2942      V7R5M0        Portable App Solutions Environment
 5770SS1     33         2954       *LNG      QSYS2954      V7R5M0        Portable App Solutions Environment
 5770SS1     33         2956       *LNG      QSYS2956      V7R5M0        Portable App Solutions Environment
 5770SS1     33         2957       *LNG      QSYS2957      V7R5M0        Portable App Solutions Environment
 5770SS1     33         2958       *LNG      QSYS2958      V7R5M0        Portable App Solutions Environment
 5770SS1     33         2961       *LNG      QSYS2961      V7R5M0        Portable App Solutions Environment
 5770SS1     33         2962       *LNG      QSYS2962      V7R5M0        Portable App Solutions Environment
 5770SS1     33         2963       *LNG      QSYS2963      V7R5M0        Portable App Solutions Environment
 5770SS1     33         2966       *LNG      QSYS2966      V7R5M0        Portable App Solutions Environment
 5770SS1     33         2972       *LNG      QSYS2972      V7R5M0        Portable App Solutions Environment
 5770SS1     33         2974       *LNG      QSYS2974      V7R5M0        Portable App Solutions Environment
 5770SS1     33         2975       *LNG      QSYS2975      V7R5M0        Portable App Solutions Environment
 5770SS1     33         2976       *LNG      QSYS2976      V7R5M0        Portable App Solutions Environment
 5770SS1     33         2978       *LNG      QSYS2978      V7R5M0        Portable App Solutions Environment
 5770SS1     33         2979       *LNG      QSYS2979      V7R5M0        Portable App Solutions Environment
 5770SS1     33         2980       *LNG      QSYS2980      V7R5M0        Portable App Solutions Environment
 5770SS1     33         2981       *LNG      QSYS2981      V7R5M0        Portable App Solutions Environment
 5770SS1     33         2984       *LNG      QSYS2984      V7R5M0        Portable App Solutions Environment
 5770SS1     33         2986       *LNG      QSYS2986      V7R5M0        Portable App Solutions Environment
 5770SS1     33         2987       *LNG      QSYS2987      V7R5M0        Portable App Solutions Environment
 5770SS1     33         2989       *LNG      QSYS2989      V7R5M0        Portable App Solutions Environment
 5770SS1     33         2992       *LNG      QSYS2992      V7R5M0        Portable App Solutions Environment
 5770SS1     33         2994       *LNG      QSYS2994      V7R5M0        Portable App Solutions Environment
 5770SS1     33         2995       *LNG      QSYS2995      V7R5M0        Portable App Solutions Environment
 5770SS1     33         2996       *LNG      QSYS2996      V7R5M0        Portable App Solutions Environment
 5770SS1     33         2998       *LNG      QSYS2998      V7R5M0        Portable App Solutions Environment
 5770SS1     34         2911       *LNG      QSYS2911      V7R4M0        Digital Certificate Manager
 5770SS1     34         5050       *CODE     QICSS         V7R5M0        Digital Certificate Manager
 5770SS1     34         2902       *LNG      QSYS2902      V7R5M0        Digital Certificate Manager
 5770SS1     34         2903       *LNG      QSYS2903      V7R5M0        Digital Certificate Manager
 5770SS1     34         2904       *LNG      QSYS2904      V7R5M0        Digital Certificate Manager
 5770SS1     34         2905       *LNG      QSYS2905      V7R5M0        Digital Certificate Manager
 5770SS1     34         2909       *LNG      QSYS2909      V7R5M0        Digital Certificate Manager
 5770SS1     34         2912       *LNG      QSYS2912      V7R5M0        Digital Certificate Manager
 5770SS1     34         2913       *LNG      QSYS2913      V7R5M0        Digital Certificate Manager
 5770SS1     34         2914       *LNG      QSYS2914      V7R5M0        Digital Certificate Manager
 5770SS1     34         2922       *LNG      QSYS2922      V7R5M0        Digital Certificate Manager
 5770SS1     34         2923       *LNG      QSYS2923      V7R5M0        Digital Certificate Manager
 5770SS1     34         2924       *LNG      QICSS         V7R5M0        Digital Certificate Manager
 5770SS1     34         2925       *LNG      QSYS2925      V7R5M0        Digital Certificate Manager
 5770SS1     34         2926       *LNG      QSYS2926      V7R5M0        Digital Certificate Manager
 5770SS1     34         2928       *LNG      QSYS2928      V7R5M0        Digital Certificate Manager
 5770SS1     34         2929       *LNG      QSYS2929      V7R5M0        Digital Certificate Manager
 5770SS1     34         2930       *LNG      QSYS2930      V7R5M0        Digital Certificate Manager
 5770SS1     34         2931       *LNG      QSYS2931      V7R5M0        Digital Certificate Manager
 5770SS1     34         2932       *LNG      QSYS2932      V7R5M0        Digital Certificate Manager
 5770SS1     34         2933       *LNG      QSYS2933      V7R5M0        Digital Certificate Manager
 5770SS1     34         2937       *LNG      QSYS2937      V7R5M0        Digital Certificate Manager
 5770SS1     34         2938       *LNG      QSYS2938      V7R5M0        Digital Certificate Manager
 5770SS1     34         2939       *LNG      QSYS2939      V7R5M0        Digital Certificate Manager
 5770SS1     34         2940       *LNG      QSYS2940      V7R5M0        Digital Certificate Manager
 5770SS1     34         2942       *LNG      QSYS2942      V7R5M0        Digital Certificate Manager
 5770SS1     34         2954       *LNG      QSYS2954      V7R5M0        Digital Certificate Manager
 5770SS1     34         2956       *LNG      QSYS2956      V7R5M0        Digital Certificate Manager
 5770SS1     34         2957       *LNG      QSYS2957      V7R5M0        Digital Certificate Manager
 5770SS1     34         2958       *LNG      QSYS2958      V7R5M0        Digital Certificate Manager
 5770SS1     34         2961       *LNG      QSYS2961      V7R5M0        Digital Certificate Manager
 5770SS1     34         2962       *LNG      QSYS2962      V7R5M0        Digital Certificate Manager
 5770SS1     34         2963       *LNG      QSYS2963      V7R5M0        Digital Certificate Manager
 5770SS1     34         2966       *LNG      QSYS2966      V7R5M0        Digital Certificate Manager
 5770SS1     34         2972       *LNG      QSYS2972      V7R5M0        Digital Certificate Manager
 5770SS1     34         2974       *LNG      QSYS2974      V7R5M0        Digital Certificate Manager
 5770SS1     34         2975       *LNG      QSYS2975      V7R5M0        Digital Certificate Manager
 5770SS1     34         2976       *LNG      QSYS2976      V7R5M0        Digital Certificate Manager
 5770SS1     34         2978       *LNG      QSYS2978      V7R5M0        Digital Certificate Manager
 5770SS1     34         2979       *LNG      QSYS2979      V7R5M0        Digital Certificate Manager
 5770SS1     34         2980       *LNG      QSYS2980      V7R5M0        Digital Certificate Manager
 5770SS1     34         2981       *LNG      QSYS2981      V7R5M0        Digital Certificate Manager
 5770SS1     34         2984       *LNG      QSYS2984      V7R5M0        Digital Certificate Manager
 5770SS1     34         2986       *LNG      QSYS2986      V7R5M0        Digital Certificate Manager
 5770SS1     34         2987       *LNG      QSYS2987      V7R5M0        Digital Certificate Manager
 5770SS1     34         2989       *LNG      QSYS2989      V7R5M0        Digital Certificate Manager
 5770SS1     34         2992       *LNG      QSYS2992      V7R5M0        Digital Certificate Manager
 5770SS1     34         2994       *LNG      QSYS2994      V7R5M0        Digital Certificate Manager
 5770SS1     34         2995       *LNG      QSYS2995      V7R5M0        Digital Certificate Manager
 5770SS1     34         2996       *LNG      QSYS2996      V7R5M0        Digital Certificate Manager
 5770SS1     34         2998       *LNG      QSYS2998      V7R5M0        Digital Certificate Manager
 5770SS1     35         2911       *LNG      QSYS2911      V7R4M0        CCA Cryptographic Service Provider
 5770SS1     35         5050       *CODE     QCCA          V7R5M0        CCA Cryptographic Service Provider
 5770SS1     35         2902       *LNG      QSYS2902      V7R5M0        CCA Cryptographic Service Provider
 5770SS1     35         2903       *LNG      QSYS2903      V7R5M0        CCA Cryptographic Service Provider
 5770SS1     35         2904       *LNG      QSYS2904      V7R5M0        CCA Cryptographic Service Provider
 5770SS1     35         2905       *LNG      QSYS2905      V7R5M0        CCA Cryptographic Service Provider
 5770SS1     35         2909       *LNG      QSYS2909      V7R5M0        CCA Cryptographic Service Provider
 5770SS1     35         2912       *LNG      QSYS2912      V7R5M0        CCA Cryptographic Service Provider
 5770SS1     35         2913       *LNG      QSYS2913      V7R5M0        CCA Cryptographic Service Provider
 5770SS1     35         2914       *LNG      QSYS2914      V7R5M0        CCA Cryptographic Service Provider
 5770SS1     35         2922       *LNG      QSYS2922      V7R5M0        CCA Cryptographic Service Provider
 5770SS1     35         2923       *LNG      QSYS2923      V7R5M0        CCA Cryptographic Service Provider
 5770SS1     35         2924       *LNG      QCCA          V7R5M0        CCA Cryptographic Service Provider
 5770SS1     35         2925       *LNG      QSYS2925      V7R5M0        CCA Cryptographic Service Provider
 5770SS1     35         2926       *LNG      QSYS2926      V7R5M0        CCA Cryptographic Service Provider
 5770SS1     35         2928       *LNG      QSYS2928      V7R5M0        CCA Cryptographic Service Provider
 5770SS1     35         2929       *LNG      QSYS2929      V7R5M0        CCA Cryptographic Service Provider
 5770SS1     35         2930       *LNG      QSYS2930      V7R5M0        CCA Cryptographic Service Provider
 5770SS1     35         2931       *LNG      QSYS2931      V7R5M0        CCA Cryptographic Service Provider
 5770SS1     35         2932       *LNG      QSYS2932      V7R5M0        CCA Cryptographic Service Provider
 5770SS1     35         2933       *LNG      QSYS2933      V7R5M0        CCA Cryptographic Service Provider
 5770SS1     35         2937       *LNG      QSYS2937      V7R5M0        CCA Cryptographic Service Provider
 5770SS1     35         2938       *LNG      QSYS2938      V7R5M0        CCA Cryptographic Service Provider
 5770SS1     35         2939       *LNG      QSYS2939      V7R5M0        CCA Cryptographic Service Provider
 5770SS1     35         2940       *LNG      QSYS2940      V7R5M0        CCA Cryptographic Service Provider
 5770SS1     35         2942       *LNG      QSYS2942      V7R5M0        CCA Cryptographic Service Provider
 5770SS1     35         2954       *LNG      QSYS2954      V7R5M0        CCA Cryptographic Service Provider
 5770SS1     35         2956       *LNG      QSYS2956      V7R5M0        CCA Cryptographic Service Provider
 5770SS1     35         2957       *LNG      QSYS2957      V7R5M0        CCA Cryptographic Service Provider
 5770SS1     35         2958       *LNG      QSYS2958      V7R5M0        CCA Cryptographic Service Provider
 5770SS1     35         2961       *LNG      QSYS2961      V7R5M0        CCA Cryptographic Service Provider
 5770SS1     35         2962       *LNG      QSYS2962      V7R5M0        CCA Cryptographic Service Provider
 5770SS1     35         2963       *LNG      QSYS2963      V7R5M0        CCA Cryptographic Service Provider
 5770SS1     35         2966       *LNG      QSYS2966      V7R5M0        CCA Cryptographic Service Provider
 5770SS1     35         2972       *LNG      QSYS2972      V7R5M0        CCA Cryptographic Service Provider
 5770SS1     35         2974       *LNG      QSYS2974      V7R5M0        CCA Cryptographic Service Provider
 5770SS1     35         2975       *LNG      QSYS2975      V7R5M0        CCA Cryptographic Service Provider
 5770SS1     35         2976       *LNG      QSYS2976      V7R5M0        CCA Cryptographic Service Provider
 5770SS1     35         2978       *LNG      QSYS2978      V7R5M0        CCA Cryptographic Service Provider
 5770SS1     35         2979       *LNG      QSYS2979      V7R5M0        CCA Cryptographic Service Provider
 5770SS1     35         2980       *LNG      QSYS2980      V7R5M0        CCA Cryptographic Service Provider
 5770SS1     35         2981       *LNG      QSYS2981      V7R5M0        CCA Cryptographic Service Provider
 5770SS1     35         2984       *LNG      QSYS2984      V7R5M0        CCA Cryptographic Service Provider
 5770SS1     35         2986       *LNG      QSYS2986      V7R5M0        CCA Cryptographic Service Provider
 5770SS1     35         2987       *LNG      QSYS2987      V7R5M0        CCA Cryptographic Service Provider
 5770SS1     35         2989       *LNG      QSYS2989      V7R5M0        CCA Cryptographic Service Provider
 5770SS1     35         2992       *LNG      QSYS2992      V7R5M0        CCA Cryptographic Service Provider
 5770SS1     35         2994       *LNG      QSYS2994      V7R5M0        CCA Cryptographic Service Provider
 5770SS1     35         2995       *LNG      QSYS2995      V7R5M0        CCA Cryptographic Service Provider
 5770SS1     35         2996       *LNG      QSYS2996      V7R5M0        CCA Cryptographic Service Provider
 5770SS1     35         2998       *LNG      QSYS2998      V7R5M0        CCA Cryptographic Service Provider
 5770SS1     36         5112       *CODE     QAFPLIB1      V7R5M0        PSF for IBM i 1-55 IPM Printer Support
 5770SS1     37         5113       *CODE     QAFPLIB2      V7R5M0        PSF for IBM i 1-100 IPM Printer Support
 5770SS1     38         5114       *CODE     QAFPLIB3      V7R5M0        PSF for IBM i Any Speed Printer Support
 5770SS1     39         5050       *CODE     QICU          V7R5M0        International Components for Unicode
 5770SS1     41         5116       *CODE     QCLUSTER      V7R5M0        HA Switchable Resources
 5770SS1     42         5117       *CODE     QJRNL         V7R5M0        HA Journal Performance
 5770SS1     43         5050       *CODE     QFNTWT        V7R5M0        Additional Fonts
 5770SS1     44         5050       *CODE     QEBU          V7R5M0        Encrypted Backup Enablement
 5770SS1     45         5050       *CODE     QEASP         V7R5M0        Encrypted ASP Enablement
 5770SS1     47         5119       *CODE     QADVSEC       V7R5M0        IBM Advanced Data Security for i
 5770SS1     48         5120       *CODE     QMRDB         V7R5M0        Db2 Data Mirroring
 2COZIQ7     *BASE      5001       *CODE     IQUERY        V7R5M0        SQL iQuery - *BASE + iQuery Functions
 2COZST1     *BASE      5001       *CODE     SQLTOOLS      V2R1M0        SQL Tools - *BASE SQL Functions
 5722IP1     *BASE      5050       *CODE     QIPS          V5R3M0        IBM Infoprint Server for iSeries
 5722IP1     *BASE      2902       *LNG      QSYS2902      V5R3M0        IBM Infoprint Server for iSeries
 5722IP1     *BASE      2903       *LNG      QSYS2903      V5R3M0        IBM Infoprint Server for iSeries
 5722IP1     *BASE      2904       *LNG      QSYS2904      V5R3M0        IBM Infoprint Server for iSeries
 5722IP1     *BASE      2905       *LNG      QSYS2905      V5R3M0        IBM Infoprint Server for iSeries
 5722IP1     *BASE      2909       *LNG      QSYS2909      V5R3M0        IBM Infoprint Server for iSeries
 5722IP1     *BASE      2912       *LNG      QSYS2912      V5R3M0        IBM Infoprint Server for iSeries
 5722IP1     *BASE      2913       *LNG      QSYS2913      V5R3M0        IBM Infoprint Server for iSeries
 5722IP1     *BASE      2914       *LNG      QSYS2914      V5R3M0        IBM Infoprint Server for iSeries
 5722IP1     *BASE      2922       *LNG      QSYS2922      V5R3M0        IBM Infoprint Server for iSeries
 5722IP1     *BASE      2923       *LNG      QSYS2923      V5R3M0        IBM Infoprint Server for iSeries
 5722IP1     *BASE      2924       *LNG      QIPS          V5R3M0        IBM Infoprint Server for iSeries
 5722IP1     *BASE      2925       *LNG      QSYS2925      V5R3M0        IBM Infoprint Server for iSeries
 5722IP1     *BASE      2926       *LNG      QSYS2926      V5R3M0        IBM Infoprint Server for iSeries
 5722IP1     *BASE      2928       *LNG      QSYS2928      V5R3M0        IBM Infoprint Server for iSeries
 5722IP1     *BASE      2929       *LNG      QSYS2929      V5R3M0        IBM Infoprint Server for iSeries
 5722IP1     *BASE      2930       *LNG      QSYS2930      V5R3M0        IBM Infoprint Server for iSeries
 5722IP1     *BASE      2931       *LNG      QSYS2931      V5R3M0        IBM Infoprint Server for iSeries
 5722IP1     *BASE      2932       *LNG      QSYS2932      V5R3M0        IBM Infoprint Server for iSeries
 5722IP1     *BASE      2933       *LNG      QSYS2933      V5R3M0        IBM Infoprint Server for iSeries
 5722IP1     *BASE      2937       *LNG      QSYS2937      V5R3M0        IBM Infoprint Server for iSeries
 5722IP1     *BASE      2938       *LNG      QSYS2938      V5R3M0        IBM Infoprint Server for iSeries
 5722IP1     *BASE      2939       *LNG      QSYS2939      V5R3M0        IBM Infoprint Server for iSeries
 5722IP1     *BASE      2940       *LNG      QSYS2940      V5R3M0        IBM Infoprint Server for iSeries
 5722IP1     *BASE      2942       *LNG      QSYS2942      V5R3M0        IBM Infoprint Server for iSeries
 5722IP1     *BASE      2954       *LNG      QSYS2954      V5R3M0        IBM Infoprint Server for iSeries
 5722IP1     *BASE      2956       *LNG      QSYS2956      V5R3M0        IBM Infoprint Server for iSeries
 5722IP1     *BASE      2957       *LNG      QSYS2957      V5R3M0        IBM Infoprint Server for iSeries
 5722IP1     *BASE      2958       *LNG      QSYS2958      V5R3M0        IBM Infoprint Server for iSeries
 5722IP1     *BASE      2961       *LNG      QSYS2961      V5R3M0        IBM Infoprint Server for iSeries
 5722IP1     *BASE      2962       *LNG      QSYS2962      V5R3M0        IBM Infoprint Server for iSeries
 5722IP1     *BASE      2963       *LNG      QSYS2963      V5R3M0        IBM Infoprint Server for iSeries
 5722IP1     *BASE      2966       *LNG      QSYS2966      V5R3M0        IBM Infoprint Server for iSeries
 5722IP1     *BASE      2972       *LNG      QSYS2972      V5R3M0        IBM Infoprint Server for iSeries
 5722IP1     *BASE      2974       *LNG      QSYS2974      V5R3M0        IBM Infoprint Server for iSeries
 5722IP1     *BASE      2975       *LNG      QSYS2975      V5R3M0        IBM Infoprint Server for iSeries
 5722IP1     *BASE      2976       *LNG      QSYS2976      V5R3M0        IBM Infoprint Server for iSeries
 5722IP1     *BASE      2978       *LNG      QSYS2978      V5R3M0        IBM Infoprint Server for iSeries
 5722IP1     *BASE      2979       *LNG      QSYS2979      V5R3M0        IBM Infoprint Server for iSeries
 5722IP1     *BASE      2980       *LNG      QSYS2980      V5R3M0        IBM Infoprint Server for iSeries
 5722IP1     *BASE      2981       *LNG      QSYS2981      V5R3M0        IBM Infoprint Server for iSeries
 5722IP1     *BASE      2984       *LNG      QSYS2984      V5R3M0        IBM Infoprint Server for iSeries
 5722IP1     *BASE      2986       *LNG      QSYS2986      V5R3M0        IBM Infoprint Server for iSeries
 5722IP1     *BASE      2987       *LNG      QSYS2987      V5R3M0        IBM Infoprint Server for iSeries
 5722IP1     *BASE      2989       *LNG      QSYS2989      V5R3M0        IBM Infoprint Server for iSeries
 5722IP1     *BASE      2992       *LNG      QSYS2992      V5R3M0        IBM Infoprint Server for iSeries
 5722IP1     *BASE      2994       *LNG      QSYS2994      V5R3M0        IBM Infoprint Server for iSeries
 5722IP1     *BASE      2995       *LNG      QSYS2995      V5R3M0        IBM Infoprint Server for iSeries
 5722IP1     *BASE      2996       *LNG      QSYS2996      V5R3M0        IBM Infoprint Server for iSeries
 5722IP1     *BASE      2998       *LNG      QSYS2998      V5R3M0        IBM Infoprint Server for iSeries
 5733ARE     *BASE      5050       *CODE     QARE          V1R1M0        IBM Application Runtime Expert for i
 5733ARE     *BASE      2902       *LNG      QSYS2902      V1R1M0        IBM Application Runtime Expert for i
 5733ARE     *BASE      2903       *LNG      QSYS2903      V1R1M0        IBM Application Runtime Expert for i
 5733ARE     *BASE      2904       *LNG      QSYS2904      V1R1M0        IBM Application Runtime Expert for i
 5733ARE     *BASE      2905       *LNG      QSYS2905      V1R1M0        IBM Application Runtime Expert for i
 5733ARE     *BASE      2909       *LNG      QSYS2909      V1R1M0        IBM Application Runtime Expert for i
 5733ARE     *BASE      2912       *LNG      QSYS2912      V1R1M0        IBM Application Runtime Expert for i
 5733ARE     *BASE      2913       *LNG      QSYS2913      V1R1M0        IBM Application Runtime Expert for i
 5733ARE     *BASE      2914       *LNG      QSYS2914      V1R1M0        IBM Application Runtime Expert for i
 5733ARE     *BASE      2922       *LNG      QSYS2922      V1R1M0        IBM Application Runtime Expert for i
 5733ARE     *BASE      2923       *LNG      QSYS2923      V1R1M0        IBM Application Runtime Expert for i
 5733ARE     *BASE      2924       *LNG      QARE          V1R1M0        IBM Application Runtime Expert for i
 5733ARE     *BASE      2925       *LNG      QSYS2925      V1R1M0        IBM Application Runtime Expert for i
 5733ARE     *BASE      2926       *LNG      QSYS2926      V1R1M0        IBM Application Runtime Expert for i
 5733ARE     *BASE      2928       *LNG      QSYS2928      V1R1M0        IBM Application Runtime Expert for i
 5733ARE     *BASE      2929       *LNG      QSYS2929      V1R1M0        IBM Application Runtime Expert for i
 5733ARE     *BASE      2930       *LNG      QSYS2930      V1R1M0        IBM Application Runtime Expert for i
 5733ARE     *BASE      2931       *LNG      QSYS2931      V1R1M0        IBM Application Runtime Expert for i
 5733ARE     *BASE      2932       *LNG      QSYS2932      V1R1M0        IBM Application Runtime Expert for i
 5733ARE     *BASE      2933       *LNG      QSYS2933      V1R1M0        IBM Application Runtime Expert for i
 5733ARE     *BASE      2937       *LNG      QSYS2937      V1R1M0        IBM Application Runtime Expert for i
 5733ARE     *BASE      2938       *LNG      QSYS2938      V1R1M0        IBM Application Runtime Expert for i
 5733ARE     *BASE      2939       *LNG      QSYS2939      V1R1M0        IBM Application Runtime Expert for i
 5733ARE     *BASE      2940       *LNG      QSYS2940      V1R1M0        IBM Application Runtime Expert for i
 5733ARE     *BASE      2942       *LNG      QSYS2942      V1R1M0        IBM Application Runtime Expert for i
 5733ARE     *BASE      2954       *LNG      QSYS2954      V1R1M0        IBM Application Runtime Expert for i
 5733ARE     *BASE      2956       *LNG      QSYS2956      V1R1M0        IBM Application Runtime Expert for i
 5733ARE     *BASE      2957       *LNG      QSYS2957      V1R1M0        IBM Application Runtime Expert for i
 5733ARE     *BASE      2958       *LNG      QSYS2958      V1R1M0        IBM Application Runtime Expert for i
 5733ARE     *BASE      2961       *LNG      QSYS2961      V1R1M0        IBM Application Runtime Expert for i
 5733ARE     *BASE      2962       *LNG      QSYS2962      V1R1M0        IBM Application Runtime Expert for i
 5733ARE     *BASE      2963       *LNG      QSYS2963      V1R1M0        IBM Application Runtime Expert for i
 5733ARE     *BASE      2966       *LNG      QSYS2966      V1R1M0        IBM Application Runtime Expert for i
 5733ARE     *BASE      2972       *LNG      QSYS2972      V1R1M0        IBM Application Runtime Expert for i
 5733ARE     *BASE      2974       *LNG      QSYS2974      V1R1M0        IBM Application Runtime Expert for i
 5733ARE     *BASE      2975       *LNG      QSYS2975      V1R1M0        IBM Application Runtime Expert for i
 5733ARE     *BASE      2976       *LNG      QSYS2976      V1R1M0        IBM Application Runtime Expert for i
 5733ARE     *BASE      2978       *LNG      QSYS2978      V1R1M0        IBM Application Runtime Expert for i
 5733ARE     *BASE      2979       *LNG      QSYS2979      V1R1M0        IBM Application Runtime Expert for i
 5733ARE     *BASE      2980       *LNG      QSYS2980      V1R1M0        IBM Application Runtime Expert for i
 5733ARE     *BASE      2981       *LNG      QSYS2981      V1R1M0        IBM Application Runtime Expert for i
 5733ARE     *BASE      2984       *LNG      QSYS2984      V1R1M0        IBM Application Runtime Expert for i
 5733ARE     *BASE      2986       *LNG      QSYS2986      V1R1M0        IBM Application Runtime Expert for i
 5733ARE     *BASE      2987       *LNG      QSYS2987      V1R1M0        IBM Application Runtime Expert for i
 5733ARE     *BASE      2989       *LNG      QSYS2989      V1R1M0        IBM Application Runtime Expert for i
 5733ARE     *BASE      2992       *LNG      QSYS2992      V1R1M0        IBM Application Runtime Expert for i
 5733ARE     *BASE      2994       *LNG      QSYS2994      V1R1M0        IBM Application Runtime Expert for i
 5733ARE     *BASE      2995       *LNG      QSYS2995      V1R1M0        IBM Application Runtime Expert for i
 5733ARE     *BASE      2996       *LNG      QSYS2996      V1R1M0        IBM Application Runtime Expert for i
 5733ARE     *BASE      2998       *LNG      QSYS2998      V1R1M0        IBM Application Runtime Expert for i
 5733SC1     *BASE      2911       *LNG      QSYS2911      V7R2M0        IBM Portable Utilities for i
 5733SC1     *BASE      5050       *CODE     QUTL          V7R5M0        IBM Portable Utilities for i
 5733SC1     *BASE      2902       *LNG      QSYS2902      V7R5M0        IBM Portable Utilities for i
 5733SC1     *BASE      2903       *LNG      QSYS2903      V7R5M0        IBM Portable Utilities for i
 5733SC1     *BASE      2904       *LNG      QSYS2904      V7R5M0        IBM Portable Utilities for i
 5733SC1     *BASE      2905       *LNG      QSYS2905      V7R5M0        IBM Portable Utilities for i
 5733SC1     *BASE      2909       *LNG      QSYS2909      V7R5M0        IBM Portable Utilities for i
 5733SC1     *BASE      2912       *LNG      QSYS2912      V7R5M0        IBM Portable Utilities for i
 5733SC1     *BASE      2913       *LNG      QSYS2913      V7R5M0        IBM Portable Utilities for i
 5733SC1     *BASE      2914       *LNG      QSYS2914      V7R5M0        IBM Portable Utilities for i
 5733SC1     *BASE      2922       *LNG      QSYS2922      V7R5M0        IBM Portable Utilities for i
 5733SC1     *BASE      2923       *LNG      QSYS2923      V7R5M0        IBM Portable Utilities for i
 5733SC1     *BASE      2924       *LNG      QUTL          V7R5M0        IBM Portable Utilities for i
 5733SC1     *BASE      2925       *LNG      QSYS2925      V7R5M0        IBM Portable Utilities for i
 5733SC1     *BASE      2926       *LNG      QSYS2926      V7R5M0        IBM Portable Utilities for i
 5733SC1     *BASE      2928       *LNG      QSYS2928      V7R5M0        IBM Portable Utilities for i
 5733SC1     *BASE      2929       *LNG      QSYS2929      V7R5M0        IBM Portable Utilities for i
 5733SC1     *BASE      2930       *LNG      QSYS2930      V7R5M0        IBM Portable Utilities for i
 5733SC1     *BASE      2931       *LNG      QSYS2931      V7R5M0        IBM Portable Utilities for i
 5733SC1     *BASE      2932       *LNG      QSYS2932      V7R5M0        IBM Portable Utilities for i
 5733SC1     *BASE      2933       *LNG      QSYS2933      V7R5M0        IBM Portable Utilities for i
 5733SC1     *BASE      2937       *LNG      QSYS2937      V7R5M0        IBM Portable Utilities for i
 5733SC1     *BASE      2938       *LNG      QSYS2938      V7R5M0        IBM Portable Utilities for i
 5733SC1     *BASE      2939       *LNG      QSYS2939      V7R5M0        IBM Portable Utilities for i
 5733SC1     *BASE      2940       *LNG      QSYS2940      V7R5M0        IBM Portable Utilities for i
 5733SC1     *BASE      2942       *LNG      QSYS2942      V7R5M0        IBM Portable Utilities for i
 5733SC1     *BASE      2954       *LNG      QSYS2954      V7R5M0        IBM Portable Utilities for i
 5733SC1     *BASE      2956       *LNG      QSYS2956      V7R5M0        IBM Portable Utilities for i
 5733SC1     *BASE      2957       *LNG      QSYS2957      V7R5M0        IBM Portable Utilities for i
 5733SC1     *BASE      2958       *LNG      QSYS2958      V7R5M0        IBM Portable Utilities for i
 5733SC1     *BASE      2961       *LNG      QSYS2961      V7R5M0        IBM Portable Utilities for i
 5733SC1     *BASE      2962       *LNG      QSYS2962      V7R5M0        IBM Portable Utilities for i
 5733SC1     *BASE      2963       *LNG      QSYS2963      V7R5M0        IBM Portable Utilities for i
 5733SC1     *BASE      2966       *LNG      QSYS2966      V7R5M0        IBM Portable Utilities for i
 5733SC1     *BASE      2972       *LNG      QSYS2972      V7R5M0        IBM Portable Utilities for i
 5733SC1     *BASE      2974       *LNG      QSYS2974      V7R5M0        IBM Portable Utilities for i
 5733SC1     *BASE      2975       *LNG      QSYS2975      V7R5M0        IBM Portable Utilities for i
 5733SC1     *BASE      2976       *LNG      QSYS2976      V7R5M0        IBM Portable Utilities for i
 5733SC1     *BASE      2978       *LNG      QSYS2978      V7R5M0        IBM Portable Utilities for i
 5733SC1     *BASE      2979       *LNG      QSYS2979      V7R5M0        IBM Portable Utilities for i
 5733SC1     *BASE      2980       *LNG      QSYS2980      V7R5M0        IBM Portable Utilities for i
 5733SC1     *BASE      2981       *LNG      QSYS2981      V7R5M0        IBM Portable Utilities for i
 5733SC1     *BASE      2984       *LNG      QSYS2984      V7R5M0        IBM Portable Utilities for i
 5733SC1     *BASE      2986       *LNG      QSYS2986      V7R5M0        IBM Portable Utilities for i
 5733SC1     *BASE      2987       *LNG      QSYS2987      V7R5M0        IBM Portable Utilities for i
 5733SC1     *BASE      2989       *LNG      QSYS2989      V7R5M0        IBM Portable Utilities for i
 5733SC1     *BASE      2992       *LNG      QSYS2992      V7R5M0        IBM Portable Utilities for i
 5733SC1     *BASE      2994       *LNG      QSYS2994      V7R5M0        IBM Portable Utilities for i
 5733SC1     *BASE      2995       *LNG      QSYS2995      V7R5M0        IBM Portable Utilities for i
 5733SC1     *BASE      2996       *LNG      QSYS2996      V7R5M0        IBM Portable Utilities for i
 5733SC1     *BASE      2998       *LNG      QSYS2998      V7R5M0        IBM Portable Utilities for i
 5733SC1     1          5050       *CODE     QUTL          V7R5M0        OpenSSH, OpenSSL, zlib
 5761CM1     *BASE      5050       *CODE     QRJE          V6R1M0        Communications Utilities
 5761CM1     *BASE      2902       *LNG      QSYS2902      V6R1M0        Communications Utilities
 5761CM1     *BASE      2903       *LNG      QSYS2903      V6R1M0        Communications Utilities
 5761CM1     *BASE      2904       *LNG      QSYS2904      V6R1M0        Communications Utilities
 5761CM1     *BASE      2905       *LNG      QSYS2905      V6R1M0        Communications Utilities
 5761CM1     *BASE      2909       *LNG      QSYS2909      V6R1M0        Communications Utilities
 5761CM1     *BASE      2911       *LNG      QSYS2911      V6R1M0        Communications Utilities
